player,country,position,price,proj_points
Sweden DEF2,Sweden,DEF,8.0,31.3
Sweden DEF3,Sweden,DEF,8.4,38.9
Sweden DEF4,Sweden,DEF,7.9,28.3
Sweden DEF5,Sweden,DEF,6.7,28.1
Sweden DEF6,Sweden,DEF,8.0,37.4
Sweden MID1,Sweden,MID,7.2,34.1
Sweden MID2,Sweden,MID,9.6,31.5
Sweden MID3,Sweden,MID,8.1,28.2
Sweden MID4,Sweden,MID,8.5,33.8
Sweden MID5,Sweden,MID,8.3,30.4
Sweden MID6,Sweden,MID,9.2,42.9
Sweden FWD1,Sweden,FWD,8.8,33.0
Sweden FWD2,Sweden,FWD,9.6,35.8
Sweden FWD3,Sweden,FWD,9.0,40.1
Sweden FWD4,Sweden,FWD,8.7,32.0
Wales GK1,Wales,GK,9.1,36.3
Wales GK2,Wales,GK,6.8,32.9
Wales GK3,Wales,GK,8.3,35.5
Wales DEF1,Wales,DEF,6.4,34.4
Wales DEF2,Wales,DEF,9.5,40.9
Wales DEF3,Wales,DEF,7.7,23.6
Wales DEF4,Wales,DEF,8.9,38.2
Wales DEF5,Wales,DEF,8.1,35.9
Wales DEF6,Wales,DEF,7.3,34.0
Wales MID1,Wales,MID,7.4,37.2
Wales MID2,Wales,MID,8.6,44.7
Wales MID3,Wales,MID,7.2,29.9
Wales MID4,Wales,MID,7.5,36.1
Wales MID5,Wales,MID,10.0,35.2
Wales MID6,Wales,MID,6.8,31.4
Wales FWD1,Wales,FWD,7.7,33.3
Wales FWD2,Wales,FWD,8.0,41.2
Wales FWD3,Wales,FWD,8.6,34.7
Wales FWD4,Wales,FWD,8.8,34.3
Tunisia GK1,Tunisia,GK,6.4,32.8
Tunisia GK2,Tunisia,GK,9.1,40.7
Tunisia GK3,Tunisia,GK,7.9,32.3
Tunisia DEF1,Tunisia,DEF,9.0,41.9
Tunisia DEF2,Tunisia,DEF,7.9,39.0
Tunisia DEF3,Tunisia,DEF,6.7,30.4
Tunisia DEF4,Tunisia,DEF,8.8,37.1
Tunisia DEF5,Tunisia,DEF,8.3,35.3
Tunisia DEF6,Tunisia,DEF,6.5,31.1
Tunisia MID1,Tunisia,MID,7.0,32.4
Tunisia MID2,Tunisia,MID,8.1,33.0
Tunisia MID3,Tunisia,MID,9.2,34.3
Tunisia MID4,Tunisia,MID,7.7,39.9
Tunisia MID5,Tunisia,MID,9.0,42.1
Tunisia MID6,Tunisia,MID,6.6,27.0
Tunisia FWD1,Tunisia,FWD,7.9,36.3
Tunisia FWD2,Tunisia,FWD,9.1,38.8
Tunisia FWD3,Tunisia,FWD,7.9,34.2
Tunisia FWD4,Tunisia,FWD,9.0,36.8
Iran GK1,Iran,GK,8.2,41.9
Iran GK2,Iran,GK,7.2,28.4
Iran GK3,Iran,GK,7.3,34.2
Iran DEF1,Iran,DEF,7.8,39.1
Iran DEF2,Iran,DEF,9.4,35.0
Iran DEF3,Iran,DEF,7.0,33.6
Iran DEF4,Iran,DEF,6.8,32.7
Iran DEF5,Iran,DEF,7.8,34.9
Iran DEF6,Iran,DEF,6.5,34.0
Iran MID1,Iran,MID,8.2,41.3
Iran MID2,Iran,MID,7.5,34.7
Iran MID3,Iran,MID,7.8,38.8
Iran MID4,Iran,MID,9.8,41.2
Iran MID5,Iran,MID,7.1,35.2
Iran MID6,Iran,MID,7.0,29.0
Iran FWD1,Iran,FWD,10.8,42.6
Iran FWD2,Iran,FWD,8.4,39.7
Iran FWD3,Iran,FWD,6.9,37.0
Iran FWD4,Iran,FWD,9.0,30.6
Ghana GK1,Ghana,GK,6.5,38.1
Ghana GK2,Ghana,GK,8.5,28.3
Ghana GK3,Ghana,GK,7.3,32.0
Ghana DEF1,Ghana,DEF,8.1,38.3
Ghana DEF2,Ghana,DEF,8.9,28.1
Ghana DEF3,Ghana,DEF,7.0,32.8
Ghana DEF4,Ghana,DEF,7.8,39.6
Ghana DEF5,Ghana,DEF,8.1,37.8
Ghana DEF6,Ghana,DEF,7.8,30.8
Ghana MID1,Ghana,MID,7.3,27.0
Ghana MID2,Ghana,MID,7.8,32.8
Ghana MID3,Ghana,MID,8.2,28.4
Ghana MID4,Ghana,MID,8.4,32.2
Ghana MID5,Ghana,MID,8.0,42.0
Ghana MID6,Ghana,MID,7.7,39.6
Ghana FWD1,Ghana,FWD,9.0,39.5
Ghana FWD2,Ghana,FWD,7.8,43.0
Ghana FWD3,Ghana,FWD,6.8,35.4
Ghana FWD4,Ghana,FWD,8.0,33.4
Egypt GK1,Egypt,GK,7.3,37.5
Egypt GK2,Egypt,GK,8.1,39.0
Egypt GK3,Egypt,GK,7.9,41.1
Egypt DEF1,Egypt,DEF,5.7,26.8
Egypt DEF2,Egypt,DEF,7.3,38.7
Egypt DEF3,Egypt,DEF,6.7,27.1
Egypt DEF4,Egypt,DEF,6.9,28.7
Egypt DEF5,Egypt,DEF,7.6,35.8
Egypt DEF6,Egypt,DEF,7.0,31.4
Egypt MID1,Egypt,MID,8.2,39.4
Egypt MID2,Egypt,MID,8.1,35.0
Egypt MID3,Egypt,MID,9.0,43.9
Egypt MID4,Egypt,MID,8.4,34.1
Egypt MID5,Egypt,MID,7.1,35.2
Egypt MID6,Egypt,MID,9.1,39.2
Egypt FWD1,Egypt,FWD,8.6,31.0
Egypt FWD2,Egypt,FWD,8.7,34.8
Egypt FWD3,Egypt,FWD,7.8,36.7
Egypt FWD4,Egypt,FWD,7.1,30.2
Cameroon GK1,Cameroon,GK,6.5,31.1
Cameroon GK2,Cameroon,GK,7.1,39.7
Cameroon GK3,Cameroon,GK,7.3,24.2
Cameroon DEF1,Cameroon,DEF,7.2,33.4
Cameroon DEF2,Cameroon,DEF,8.0,34.1
Cameroon DEF3,Cameroon,DEF,5.5,30.2
Cameroon DEF4,Cameroon,DEF,7.8,33.3
Cameroon DEF5,Cameroon,DEF,8.0,30.0
Cameroon DEF6,Cameroon,DEF,7.8,33.8
Cameroon MID1,Cameroon,MID,8.8,38.0
Cameroon MID2,Cameroon,MID,7.2,37.3
Cameroon MID3,Cameroon,MID,8.4,34.5
Cameroon MID4,Cameroon,MID,6.8,34.1
Cameroon MID5,Cameroon,MID,8.4,36.0
Cameroon MID6,Cameroon,MID,9.2,34.0
Cameroon FWD1,Cameroon,FWD,7.9,28.6
Cameroon FWD2,Cameroon,FWD,7.7,31.5
Cameroon FWD3,Cameroon,FWD,9.6,36.3
Cameroon FWD4,Cameroon,FWD,6.6,34.8
Ivory Coast GK1,Ivory Coast,GK,6.8,31.7
Ivory Coast GK2,Ivory Coast,GK,6.4,32.7
Ivory Coast GK3,Ivory Coast,GK,7.3,32.8
Ivory Coast DEF1,Ivory Coast,DEF,8.1,34.7
Ivory Coast DEF2,Ivory Coast,DEF,7.6,32.4
Ivory Coast DEF3,Ivory Coast,DEF,7.2,26.2
Ivory Coast DEF4,Ivory Coast,DEF,6.4,29.1
Ivory Coast DEF5,Ivory Coast,DEF,4.6,26.1
Ivory Coast DEF6,Ivory Coast,DEF,7.9,36.3
Ivory Coast MID1,Ivory Coast,MID,7.9,34.5
Ivory Coast MID2,Ivory Coast,MID,6.7,30.7
Ivory Coast MID3,Ivory Coast,MID,6.9,32.0
Ivory Coast MID4,Ivory Coast,MID,7.5,31.9
Ivory Coast MID5,Ivory Coast,MID,8.4,42.8
Ivory Coast MID6,Ivory Coast,MID,7.7,39.2
Ivory Coast FWD1,Ivory Coast,FWD,7.8,36.2
Ivory Coast FWD2,Ivory Coast,FWD,7.6,40.2
Ivory Coast FWD3,Ivory Coast,FWD,7.4,36.9
Ivory Coast FWD4,Ivory Coast,FWD,9.0,42.1
Qatar GK1,Qatar,GK,5.6,32.2
Qatar GK2,Qatar,GK,7.1,30.5
Qatar GK3,Qatar,GK,7.0,32.9
Qatar DEF1,Qatar,DEF,8.2,38.2
Qatar DEF2,Qatar,DEF,8.0,31.9
Qatar DEF3,Qatar,DEF,6.6,29.3
Qatar DEF4,Qatar,DEF,7.0,29.5
Qatar DEF5,Qatar,DEF,7.7,35.6
Qatar DEF6,Qatar,DEF,8.0,41.2
Qatar MID1,Qatar,MID,6.3,34.6
Qatar MID2,Qatar,MID,7.4,31.1
Qatar MID3,Qatar,MID,9.0,41.2
Qatar MID4,Qatar,MID,8.9,34.3
Qatar MID5,Qatar,MID,8.2,36.2
Qatar MID6,Qatar,MID,6.4,41.3
Qatar FWD1,Qatar,FWD,8.4,37.3
Qatar FWD2,Qatar,FWD,9.1,42.3
Qatar FWD3,Qatar,FWD,7.9,35.1
Qatar FWD4,Qatar,FWD,8.4,38.0
Saudi Arabia GK1,Saudi Arabia,GK,8.1,36.1
Saudi Arabia GK2,Saudi Arabia,GK,6.8,32.7
Saudi Arabia GK3,Saudi Arabia,GK,7.5,39.0
Saudi Arabia DEF1,Saudi Arabia,DEF,6.8,36.4
Saudi Arabia DEF2,Saudi Arabia,DEF,6.5,30.0
Saudi Arabia DEF3,Saudi Arabia,DEF,6.6,26.5
Saudi Arabia DEF4,Saudi Arabia,DEF,5.8,32.0
Saudi Arabia DEF5,Saudi Arabia,DEF,7.1,28.1
Saudi Arabia DEF6,Saudi Arabia,DEF,7.5,31.5
Saudi Arabia MID1,Saudi Arabia,MID,7.4,31.7
Saudi Arabia MID2,Saudi Arabia,MID,6.2,26.3
Saudi Arabia MID3,Saudi Arabia,MID,8.1,37.1
Saudi Arabia MID4,Saudi Arabia,MID,7.9,38.8
Saudi Arabia MID5,Saudi Arabia,MID,8.7,31.5
Saudi Arabia MID6,Saudi Arabia,MID,8.6,30.6
Saudi Arabia FWD1,Saudi Arabia,FWD,7.8,33.5
Saudi Arabia FWD2,Saudi Arabia,FWD,7.4,31.9
Saudi Arabia FWD3,Saudi Arabia,FWD,8.2,33.7
Saudi Arabia FWD4,Saudi Arabia,FWD,7.1,39.7
Costa Rica GK1,Costa Rica,GK,6.6,21.4
Costa Rica GK2,Costa Rica,GK,6.8,37.5
Costa Rica GK3,Costa Rica,GK,5.3,33.8
Costa Rica DEF1,Costa Rica,DEF,6.1,40.1
Costa Rica DEF2,Costa Rica,DEF,5.2,39.3
Costa Rica DEF3,Costa Rica,DEF,5.8,30.8
Costa Rica DEF4,Costa Rica,DEF,6.9,36.1
Costa Rica DEF5,Costa Rica,DEF,8.2,34.0
Costa Rica DEF6,Costa Rica,DEF,7.1,32.4
Costa Rica MID1,Costa Rica,MID,7.5,40.0
Costa Rica MID2,Costa Rica,MID,8.3,36.4
Costa Rica MID3,Costa Rica,MID,6.3,29.2
Costa Rica MID4,Costa Rica,MID,7.2,33.8
Costa Rica MID5,Costa Rica,MID,7.4,33.7
Costa Rica MID6,Costa Rica,MID,7.0,34.2
Costa Rica FWD1,Costa Rica,FWD,8.2,34.9
Costa Rica FWD2,Costa Rica,FWD,8.7,33.9
Costa Rica FWD3,Costa Rica,FWD,8.4,33.4
Costa Rica FWD4,Costa Rica,FWD,8.0,31.4
Paraguay GK1,Paraguay,GK,6.9,29.8
Paraguay GK2,Paraguay,GK,7.5,32.1
Paraguay GK3,Paraguay,GK,7.8,32.1
Paraguay DEF1,Paraguay,DEF,7.4,38.0
Paraguay DEF2,Paraguay,DEF,6.3,25.1
Paraguay DEF3,Paraguay,DEF,6.9,42.8
Paraguay DEF4,Paraguay,DEF,7.5,31.7
Paraguay DEF5,Paraguay,DEF,9.0,38.7
Paraguay DEF6,Paraguay,DEF,6.7,24.5
Paraguay MID1,Paraguay,MID,7.9,30.0
Paraguay MID2,Paraguay,MID,6.1,25.0
Paraguay MID3,Paraguay,MID,7.1,36.2
Paraguay MID4,Paraguay,MID,7.7,38.6
Paraguay MID5,Paraguay,MID,9.1,41.4
Paraguay MID6,Paraguay,MID,7.8,29.8
Paraguay FWD1,Paraguay,FWD,6.7,35.8
Paraguay FWD2,Paraguay,FWD,7.5,31.8
Paraguay FWD3,Paraguay,FWD,7.7,31.0
Paraguay FWD4,Paraguay,FWD,6.7,35.1
Algeria GK1,Algeria,GK,8.1,29.3
Algeria GK2,Algeria,GK,7.1,31.2
Algeria GK3,Algeria,GK,7.7,34.5
Algeria DEF1,Algeria,DEF,7.3,30.6
Algeria DEF2,Algeria,DEF,6.6,31.7
Algeria DEF3,Algeria,DEF,7.0,23.6
Algeria DEF4,Algeria,DEF,8.1,37.4
Algeria DEF5,Algeria,DEF,7.8,32.1
Algeria DEF6,Algeria,DEF,9.8,38.2
Algeria MID1,Algeria,MID,7.4,34.3
Algeria MID2,Algeria,MID,9.5,35.6
Algeria MID3,Algeria,MID,7.2,29.1
Algeria MID4,Algeria,MID,7.3,31.0
Algeria MID5,Algeria,MID,7.0,29.0
Algeria MID6,Algeria,MID,7.7,38.9
Algeria FWD1,Algeria,FWD,7.5,36.4
Algeria FWD2,Algeria,FWD,7.7,39.5
Algeria FWD3,Algeria,FWD,7.1,37.2
Algeria FWD4,Algeria,FWD,8.6,40.8
Chile GK1,Chile,GK,7.1,29.1
Chile GK2,Chile,GK,7.9,29.2
Chile GK3,Chile,GK,7.4,36.5
Chile DEF1,Chile,DEF,7.8,28.1
Chile DEF2,Chile,DEF,6.3,34.4
Chile DEF3,Chile,DEF,6.1,29.7
Chile DEF4,Chile,DEF,7.4,37.1
Chile DEF5,Chile,DEF,7.4,21.9
Chile DEF6,Chile,DEF,7.6,30.1
Chile MID1,Chile,MID,7.1,32.5
Chile MID2,Chile,MID,7.0,24.2
Chile MID3,Chile,MID,8.3,41.3
Chile MID4,Chile,MID,6.7,32.0
Chile MID5,Chile,MID,7.8,36.0
Chile MID6,Chile,MID,7.2,34.2
Chile FWD1,Chile,FWD,8.7,36.7
Chile FWD2,Chile,FWD,7.6,41.4
Chile FWD3,Chile,FWD,8.0,28.2
Chile FWD4,Chile,FWD,9.1,39.6
Panama GK1,Panama,GK,6.8,32.6
Panama GK2,Panama,GK,7.0,27.3
Panama GK3,Panama,GK,8.0,40.4
Panama DEF1,Panama,DEF,8.0,41.2
Panama DEF2,Panama,DEF,7.1,29.9
Panama DEF3,Panama,DEF,7.8,36.0
Panama DEF4,Panama,DEF,8.6,27.9
Panama DEF5,Panama,DEF,5.3,23.6
Panama DEF6,Panama,DEF,5.6,29.5
Panama MID1,Panama,MID,7.9,33.9
Panama MID2,Panama,MID,6.5,32.4
Panama MID3,Panama,MID,7.0,31.0
Panama MID4,Panama,MID,6.8,30.1
Panama MID5,Panama,MID,6.5,24.5
Panama MID6,Panama,MID,6.9,32.3
Panama FWD1,Panama,FWD,8.8,28.0
Panama FWD2,Panama,FWD,7.0,34.8
Panama FWD3,Panama,FWD,7.9,32.4
Panama FWD4,Panama,FWD,7.7,38.6
Jamaica GK1,Jamaica,GK,8.4,31.8
Jamaica GK2,Jamaica,GK,7.2,32.8
Jamaica GK3,Jamaica,GK,7.7,37.7
Jamaica DEF1,Jamaica,DEF,7.5,36.7
Jamaica DEF2,Jamaica,DEF,6.2,30.6
Jamaica DEF3,Jamaica,DEF,8.6,38.6
Jamaica DEF4,Jamaica,DEF,6.9,28.7
Jamaica DEF5,Jamaica,DEF,7.6,28.1
Jamaica DEF6,Jamaica,DEF,5.5,30.3
Jamaica MID1,Jamaica,MID,7.0,34.2
Jamaica MID2,Jamaica,MID,7.1,30.1
Jamaica MID3,Jamaica,MID,7.1,34.3
Jamaica MID4,Jamaica,MID,6.6,29.7
Jamaica MID5,Jamaica,MID,10.5,43.2
Jamaica MID6,Jamaica,MID,7.1,35.9
Jamaica FWD1,Jamaica,FWD,7.2,33.9
Jamaica FWD2,Jamaica,FWD,7.5,39.4
Jamaica FWD3,Jamaica,FWD,5.4,33.4
Jamaica FWD4,Jamaica,FWD,6.8,25.1
New Zealand GK1,New Zealand,GK,6.6,39.5
New Zealand GK2,New Zealand,GK,4.5,34.5
New Zealand GK3,New Zealand,GK,6.2,32.9
New Zealand DEF1,New Zealand,DEF,6.0,29.6
New Zealand DEF2,New Zealand,DEF,7.2,35.0
New Zealand DEF3,New Zealand,DEF,6.2,28.0
New Zealand DEF4,New Zealand,DEF,6.6,32.8
New Zealand DEF5,New Zealand,DEF,7.0,34.8
New Zealand DEF6,New Zealand,DEF,6.1,38.0
New Zealand MID1,New Zealand,MID,7.1,34.3
New Zealand MID2,New Zealand,MID,5.8,28.8
New Zealand MID3,New Zealand,MID,6.6,29.5
New Zealand MID4,New Zealand,MID,5.4,27.9
New Zealand MID5,New Zealand,MID,7.5,30.2
New Zealand MID6,New Zealand,MID,6.9,28.0
New Zealand FWD1,New Zealand,FWD,7.2,40.5
New Zealand FWD2,New Zealand,FWD,6.4,26.3
New Zealand FWD3,New Zealand,FWD,6.8,30.8
New Zealand FWD4,New Zealand,FWD,7.8,40.0
Honduras GK1,Honduras,GK,4.4,32.7
Honduras GK2,Honduras,GK,5.9,34.5
Honduras GK3,Honduras,GK,5.7,33.6
Honduras DEF1,Honduras,DEF,6.4,32.8
Honduras DEF2,Honduras,DEF,6.2,35.3
Honduras DEF3,Honduras,DEF,7.1,33.6
Honduras DEF4,Honduras,DEF,5.6,33.2
Honduras DEF5,Honduras,DEF,7.0,31.8
Honduras DEF6,Honduras,DEF,5.5,39.7
Honduras MID1,Honduras,MID,5.5,25.1
Honduras MID2,Honduras,MID,7.2,32.3
Honduras MID3,Honduras,MID,7.7,34.0
Honduras MID4,Honduras,MID,8.7,31.5
Honduras MID5,Honduras,MID,7.1,29.6
Honduras MID6,Honduras,MID,6.4,34.8
Honduras FWD1,Honduras,FWD,7.5,38.8
Honduras FWD2,Honduras,FWD,6.4,31.8
Honduras FWD3,Honduras,FWD,7.1,36.4
Honduras FWD4,Honduras,FWD,6.8,37.0
